/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_34_316.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_34_316.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_34_316.jpg, 0, 0, 0, 0.5373839
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_34_489.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_34_489.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_34_489.jpg, 0, 0, 0, 0.5277243
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_34_587.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_34_587.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_34_587.jpg, 0, 0, 0, 0.5224332
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_34_715.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_34_715.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_34_715.jpg, 0, 0, 0, 0.5161537
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_34_818.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_34_818.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_34_818.jpg, 0, 0, 0, 0.5099499
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_34_946.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_34_946.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_34_946.jpg, 0, 0, 0, 0.5038206
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_35_067.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_35_067.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_35_067.jpg, 0, 0.1382232, 0, 0.5955356
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_35_204.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_35_204.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_35_204.jpg, 0, 0.2447349, 0, 1.038555
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_35_348.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_35_348.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_35_348.jpg, 0, 0.235052, 0, 1.398713
/Users/hairizuannoorazman/Downloads/IMG/center_2017_01_27_02_02_35_451.jpg, /Users/hairizuannoorazman/Downloads/IMG/left_2017_01_27_02_02_35_451.jpg, /Users/hairizuannoorazman/Downloads/IMG/right_2017_01_27_02_02_35_451.jpg, 0, 0.235052, 0, 1.711158
